fiscal_year,month,upi_remitter_banks,total_volume,approved,bd,td,total_debit_reversal_count,debit_reversal_success,units,notes
2025-26,December,Maharashtra Gramin Bank,39.27,84.54,13.94,1.52,0.26,37.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,NSDL Payments Bank Limited,67.06,79.15,18.67,2.19,0.86,76.31,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2025-26,December,Punjab National Bank,1206.23,89.29,10.15,0.56,5.64,89.78,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,Punjab and Sind Bank,62.97,87.64,10.95,1.41,0.52,60.95,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,RBL Bank Ltd.,31.79,92.57,7.36,0.07,0.06,89.37,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Rajasthan Gramin Bank,54.91,84.05,12.66,3.29,0.69,50.33,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,Saraswat Co-operative Bank,33.09,94.17,5.28,0.56,0.1,70.21,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Sarva Haryana Gramin Bank,27.78,91.17,6.97,1.87,0.38,45.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Slice Small Finance Bank,48.39,95.36,4.51,0.12,0.22,90.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2025-26,December,State Bank of India,5833.74,91.89,7.54,0.57,18.25,97.54,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Tamilnad Mercantile Bank Limited,62.47,91.74,7.44,0.83,0.25,70.9,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Telangana Grameena Bank,47.72,88.63,10.65,0.71,0.19,90.13,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,The Jammu & Kashmir Bank Limited,107.49,92.54,6.96,0.5,0.63,77.36,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,The South Indian Bank Limited,81.38,94.38,5.58,0.04,0.15,99.04,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Tri O Tech Solutions Private Limited,157.89,100,0,0,0,0,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2025-26,December,UCO Bank,311.19,89.39,10.46,0.15,1.31,86.85,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,Ujjivan Small Finance Bank Limited,59.73,88.34,11.5,0.16,0.21,94.27,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,December,Union Bank of India,1346.98,90.75,8.66,0.58,5.47,67.95,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Uttar Pradesh Gramin Bank,71.45,91.42,4.52,4.06,1.04,45.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,December,Yes Bank Ltd.,182.31,90.49,9.39,0.12,0.34,87.17,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,AU Small Finance Bank,79.93,88.12,10.93,0.95,0.44,75.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,Airtel Payments Bank Limited,655.9,81.72,18.05,0.23,4.37,94.53,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,Andhra Pradesh Grameena Bank,31.72,89.48,8.96,1.56,0.24,57.35,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,Axis Bank Ltd.,989.22,94.98,5.02,0,2.03,98.48,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,BANDHAN BANK LIMITED,92.91,94.34,4.54,1.12,0.63,65.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Bank Of India,637.79,92.42,6.92,0.66,2.99,83.83,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Bank of Baroda,1420.1,90.48,9.41,0.11,5.06,96.82,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Bank of Maharashtra,228.31,93.27,6.65,0.08,0.66,88.18,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Canara Bank,1012.47,91.63,7.7,0.67,3.88,79.02,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Central Bank of India,334.49,90.4,8.67,0.93,1.96,86.33,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,City Union Bank,57.73,92.19,7.72,0.08,0.11,98.9,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,DBS Bank India Limited,30.93,92.4,7.47,0.13,0.08,94.01,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,ESAF Small Finance Bank Ltd,34.85,95.3,4.07,0.64,0.13,87.85,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2025-26,November,Equitas Small Finance Bank,28.07,90.71,9.09,0.2,0.09,96.14,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Federal Bank Ltd.,270.16,92.86,7.11,0.03,0.57,98.44,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Fino Payments Bank Ltd.,242.83,81.31,17.35,1.34,1.28,91.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,HDFC Bank Ltd.,1587.84,94.88,5.1,0.02,3.67,93.8,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,ICICI Bank Ltd.,743.57,95.93,3.98,0.09,1.38,96.94,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2025-26,November,IDBI Bank Ltd.,205.9,93.76,6.1,0.14,0.59,85.48,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,IDFC Bank Ltd.,121.41,92.87,7.08,0.05,0.3,92.31,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,India Post Payments Bank Limited,722.11,85.09,14.21,0.7,5.16,76.92,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,Indian Bank,688.17,91.09,8.63,0.28,2.31,89.63,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Indian Overseas Bank,353.99,91.16,6.79,2.05,3.68,78.85,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2025-26,November,Indusind Bank Ltd.,218.34,87.95,11.3,0.74,1.08,74.18,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,JIO Payments Bank Ltd,75.81,82.97,15.06,1.97,0.84,86.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2025-26,November,Karnataka Bank,147.88,92.2,7.66,0.13,0.51,98.75,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
